symbol,date,pUp,decide,retNextDayPct,atrPct
GOOGL,2024-02-21,0.3544,Down,1.08,2.15
GOOGL,2024-02-22,0.5661,Up,-0.09,2.07
GOOGL,2024-02-26,0.1673,Down,0.952,2.37
GOOGL,2024-02-28,0.13,Down,1.525,2.32
GOOGL,2024-03-06,0.1181,Down,2.268,2.36
GOOGL,2024-03-07,0.2645,Down,0.766,2.35
GOOGL,2024-03-08,0.2782,Down,1.669,2.42
GOOGL,2024-03-14,0.8753,Up,-1.342,2.25
GOOGL,2024-03-18,0.9836,Up,-0.44,2.87
GOOGL,2024-03-20,0.9098,Up,-0.766,2.54
GOOGL,2024-03-22,0.9356,Up,-0.464,2.5
GOOGL,2024-04-01,0.9062,Up,-0.598,2.17
GOOGL,2024-04-03,0.8698,Up,-2.834,2.08
GOOGL,2024-04-09,0.8705,Up,-0.294,2.18
GOOGL,2024-04-11,0.9262,Up,-1.054,2.04
GOOGL,2024-04-12,0.8064,Up,-1.82,2.05
GOOGL,2024-04-15,0.7019,Up,-0.297,2.21
GOOGL,2024-04-18,0.6189,Up,-1.231,1.97
GOOGL,2024-04-24,0.7792,Up,-1.967,1.93
GOOGL,2024-04-25,0.3105,Down,10.224,2.41
GOOGL,2024-04-26,0.9994,Up,-3.373,3.35
GOOGL,2024-04-29,0.8384,Up,-2.028,3.54
GOOGL,2024-05-07,0.8997,Up,-1.092,2.72
GOOGL,2024-05-09,0.7984,Up,-0.771,2.42
GOOGL,2024-05-21,0.9116,Up,-0.827,1.82
GOOGL,2024-05-22,0.8278,Up,-1.604,1.79
GOOGL,2024-05-28,0.7495,Up,-0.283,1.83
GOOGL,2024-05-29,0.7052,Up,-2.155,1.75
GOOGL,2024-05-30,0.4629,Down,0.227,1.87
GOOGL,2024-06-06,0.8058,Up,-1.284,1.64
GOOGL,2024-06-12,0.8282,Up,-1.479,1.86
GOOGL,2024-06-17,0.6553,Up,-1.213,1.83
GOOGL,2024-06-21,0.8839,Up,-0.228,1.85
GOOGL,2024-06-25,0.9013,Up,-0.082,1.86
GOOGL,2024-06-27,0.924,Up,-1.758,1.67
GOOGL,2024-07-05,0.9141,Up,-0.824,1.74
GOOGL,2024-07-08,0.8846,Up,-0.026,1.72
GOOGL,2024-07-10,0.9045,Up,-2.934,1.63
GOOGL,2024-07-11,0.6008,Up,-0.269,1.89
GOOGL,2024-07-15,0.6123,Up,-1.399,1.81
GOOGL,2024-07-19,0.2171,Down,2.257,2.19
GOOGL,2024-07-26,0.0876,Down,1.515,2.82
GOOGL,2024-07-29,0.1294,Down,0.448,2.68
GOOGL,2024-07-30,0.1247,Down,0.734,2.53
GOOGL,2024-08-06,0.0693,Down,0.411,3.41
GOOGL,2024-08-07,0.0885,Down,1.944,3.34
GOOGL,2024-08-08,0.1512,Down,1.012,3.23
GOOGL,2024-08-12,0.249,Down,1.152,3.01
GOOGL,2024-08-14,0.1987,Down,0.58,3
GOOGL,2024-08-15,0.2705,Down,1.029,2.75
GOOGL,2024-08-16,0.3006,Down,2.277,2.68
GOOGL,2024-08-20,0.5518,Up,-0.796,2.38
GOOGL,2024-08-22,0.4695,Down,1.111,2.35
GOOGL,2024-08-29,0.3164,Down,0.989,2.32
GOOGL,2024-09-04,0.098,Down,0.505,2.46
GOOGL,2024-09-10,0.0888,Down,1.682,2.9
GOOGL,2024-09-11,0.1532,Down,2.335,2.82
GOOGL,2024-09-12,0.3862,Down,1.791,2.7
GOOGL,2024-09-20,0.8612,Up,-1.064,1.97
GOOGL,2024-09-24,0.7402,Up,-0.493,1.97
GOOGL,2024-10-01,0.8805,Up,-0.677,1.89
GOOGL,2024-10-02,0.7594,Up,0,1.87
GOOGL,2024-10-04,0.8521,Up,-2.442,1.8
GOOGL,2024-10-08,0.6223,Up,-1.533,1.93
GOOGL,2024-10-09,0.371,Down,0.136,2.12
GOOGL,2024-10-10,0.332,Down,0.716,2.05
GOOGL,2024-10-11,0.4393,Down,1.054,1.99
GOOGL,2024-10-15,0.6791,Up,-0.181,1.93
GOOGL,2024-10-16,0.6146,Up,-1.35,1.84
GOOGL,2024-10-17,0.4934,Down,0.301,1.91
GOOGL,2024-10-22,0.5319,Up,-1.429,1.69
GOOGL,2024-10-24,0.4327,Down,1.567,1.76
GOOGL,2024-10-30,0.9939,Up,-1.92,2.53
GOOGL,2024-11-01,0.8278,Up,-1.197,2.59
GOOGL,2024-11-07,0.9503,Up,-1.328,2.44
GOOGL,2024-11-12,0.9349,Up,-1.509,2.1
GOOGL,2024-11-13,0.8003,Up,-1.845,2.08
GOOGL,2024-11-14,0.6061,Up,-1.76,2.18
GOOGL,2024-11-15,0.4192,Down,1.629,2.26
GOOGL,2024-11-19,0.5755,Up,-1.201,2.23
GOOGL,2024-11-20,0.5192,Up,-4.745,2.29
GOOGL,2024-11-22,0.161,Down,1.754,3
GOOGL,2024-11-25,0.3119,Down,0.877,2.86
GOOGL,2024-11-26,0.258,Down,0.065,2.64
GOOGL,2024-11-29,0.3325,Down,1.503,2.26
GOOGL,2024-12-02,0.5608,Up,-0.087,2.2
GOOGL,2024-12-04,0.6788,Up,-0.992,2.04
GOOGL,2024-12-11,0.9823,Up,-1.76,2.7
GOOGL,2024-12-12,0.9623,Up,-1.115,2.63
GOOGL,2024-12-16,0.9823,Up,-0.631,2.74
GOOGL,2024-12-17,0.9387,Up,-3.592,2.83
META,2024-01-03,0.4703,Down,0.769,2.14
META,2024-01-08,0.8316,Up,-0.343,1.96
META,2024-01-10,0.9481,Up,-0.216,2.15
META,2024-01-12,0.9442,Up,-1.877,2.17
META,2024-01-19,0.9453,Up,-0.436,2.19
META,2024-01-29,0.9641,Up,-0.239,2.12
META,2024-01-30,0.9611,Up,-2.48,2.07
META,2024-02-02,0.9999,Up,-3.28,4.22
META,2024-02-05,0.983,Up,-1.021,4.24
META,2024-02-08,0.9839,Up,-0.402,3.57
META,2024-02-12,0.9343,Up,-1.872,3.19
META,2024-02-15,0.941,Up,-2.213,3.09
META,2024-02-16,0.8271,Up,-0.332,3.15
META,2024-02-20,0.8089,Up,-0.789,3.01
META,2024-02-22,0.9452,Up,-0.432,3.04
META,2024-02-23,0.8533,Up,-0.473,2.97
META,2024-02-27,0.8552,Up,-0.622,2.55
META,2024-03-01,0.9233,Up,-0.818,2.36
META,2024-03-04,0.8884,Up,-1.6,2.28
META,2024-03-07,0.9374,Up,-1.218,2.55
META,2024-03-08,0.824,Up,-4.419,2.87
META,2024-03-11,0.3517,Down,3.342,3.43
META,2024-03-12,0.8236,Up,-0.836,3.38
META,2024-03-13,0.5766,Up,-0.755,3.22
META,2024-03-14,0.557,Up,-1.572,3.17
META,2024-03-15,0.4053,Down,2.661,3.08
META,2024-03-18,0.7744,Up,-0.149,2.96
META,2024-03-19,0.441,Down,1.87,2.99
META,2024-03-22,0.8167,Up,-1.287,2.51
META,2024-03-25,0.6205,Up,-1.417,2.46
META,2024-03-26,0.5525,Up,-0.409,2.56
META,2024-03-28,0.2887,Down,1.188,2.48
META,2024-04-01,0.371,Down,1.225,2.55
META,2024-04-02,0.4103,Down,1.884,2.53
META,2024-04-05,0.9434,Up,-1.534,2.75
META,2024-04-08,0.8527,Up,-0.453,2.74
META,2024-04-11,0.8194,Up,-2.152,2.68
META,2024-04-17,0.2778,Down,1.544,2.88
META,2024-04-19,0.1523,Down,0.137,3.41
META,2024-04-22,0.2773,Down,2.983,3.46
META,2024-04-23,0.5602,Up,-0.524,3.37
META,2024-04-24,0.6075,Up,-10.561,3.63
META,2024-04-25,0.0006,Down,0.433,5.9
META,2024-04-30,0.0274,Down,2.097,4.98
META,2024-05-01,0.0457,Down,0.567,4.92
META,2024-05-02,0.1682,Down,2.327,4.59
META,2024-05-03,0.3667,Down,3.036,4.26
META,2024-05-10,0.6984,Up,-1.72,3.08
META,2024-05-13,0.4279,Down,0.82,3.09
META,2024-05-14,0.4405,Down,2.054,3.01
META,2024-05-15,0.7066,Up,-1.726,2.87
META,2024-05-21,0.3655,Down,0.678,2.34
META,2024-05-23,0.4653,Down,2.671,2.35
META,2024-05-28,0.6665,Up,-1.159,2.22
META,2024-05-29,0.5237,Up,-1.541,2.12
META,2024-05-31,0.4033,Down,2.283,2.27
META,2024-06-03,0.6456,Up,-0.105,2.28
META,2024-06-05,0.9078,Up,-0.263,2.32
META,2024-06-06,0.8381,Up,-0.162,2.33
META,2024-06-12,0.9232,Up,-0.932,2.08
META,2024-06-17,0.7878,Up,-1.409,2.05
META,2024-06-20,0.7237,Up,-1.379,2.01
META,2024-06-27,0.8816,Up,-2.952,2.08
META,2024-07-05,0.9216,Up,-1.961,2.53
META,2024-07-10,0.8862,Up,-4.113,2.43
META,2024-07-17,0.0219,Down,3,3.79
META,2024-07-18,0.2578,Down,0.198,3.67
META,2024-07-19,0.1724,Down,2.225,3.48
META,2024-07-22,0.4497,Down,0.265,3.37
META,2024-07-25,0.1277,Down,2.711,3.86
META,2024-07-26,0.3697,Down,0.002,3.73
META,2024-07-30,0.1606,Down,2.513,3.5
META,2024-08-01,0.988,Up,-1.929,4.16
META,2024-08-02,0.5283,Up,-2.542,4.36
META,2024-08-05,0.0768,Down,3.859,4.92
META,2024-08-06,0.7699,Up,-1.046,4.83
META,2024-08-09,0.8328,Up,-0.352,4.25
META,2024-08-13,0.9105,Up,-0.337,3.71
META,2024-08-15,0.9168,Up,-1.844,3.3
META,2024-08-19,0.7912,Up,-0.482,3.02
META,2024-08-21,0.8064,Up,-0.604,2.67
META,2024-08-22,0.7448,Up,-0.739,2.72
META,2024-08-23,0.7362,Up,-1.303,2.75
META,2024-08-26,0.5395,Up,-0.388,2.75
META,2024-08-28,0.4137,Down,0.279,2.5
META,2024-08-29,0.4827,Down,0.596,2.46
META,2024-08-30,0.5757,Up,-1.832,2.33
META,2024-09-03,0.3493,Down,0.191,2.5
META,2024-09-04,0.3044,Down,0.804,2.48
META,2024-09-06,0.2359,Down,0.904,2.86
META,2024-09-10,0.3295,Down,1.395,2.75
META,2024-09-11,0.4439,Down,2.69,2.81
META,2024-09-12,0.7342,Up,-0.186,2.75
META,2024-09-23,0.9619,Up,-0.191,2.44
META,2024-09-25,0.9479,Up,-0.083,2.42
META,2024-09-26,0.9365,Up,-0.085,2.45
META,2024-10-01,0.9477,Up,-0.635,2.18
META,2024-10-04,0.9606,Up,-1.873,2.12
META,2024-10-08,0.9214,Up,-0.401,2.17
META,2024-10-09,0.8885,Up,-1.131,2.17
META,2024-10-14,0.8473,Up,-0.703,1.95
META,2024-10-15,0.7229,Up,-1.617,1.94
META,2024-10-16,0.4872,Down,0.024,1.99
META,2024-10-17,0.6286,Up,-0.08,1.95
META,2024-10-18,0.5521,Up,-0.227,1.89
META,2024-10-21,0.457,Down,1.191,1.83
META,2024-10-22,0.5981,Up,-3.148,1.83
META,2024-10-23,0.2541,Down,0.726,2.17
META,2024-10-24,0.3814,Down,0.963,2.04
META,2024-10-29,0.8003,Up,-0.249,2.11
META,2024-10-30,0.9138,Up,-4.093,2.1
META,2024-11-04,0.2232,Down,2.096,2.45
META,2024-11-06,0.3085,Down,3.435,2.47
META,2024-11-07,0.827,Up,-0.399,2.59
META,2024-11-08,0.751,Up,-1.047,2.44
META,2024-11-12,0.7482,Up,-0.824,2.54
META,2024-11-13,0.5564,Up,-0.49,2.46
META,2024-11-15,0.1273,Down,0.058,2.72
META,2024-11-18,0.2078,Down,1.207,2.59
META,2024-11-19,0.2073,Down,0.79,2.47
META,2024-11-22,0.3299,Down,1.068,2.49
META,2024-11-25,0.4979,Down,1.492,2.51
META,2024-11-26,0.5867,Up,-0.757,2.44
META,2024-11-27,0.4755,Down,0.9,2.38
META,2024-12-04,0.9355,Up,-0.79,2.45
META,2024-12-06,0.9547,Up,-1.635,2.5
META,2024-12-11,0.9147,Up,-0.299,2.56
META,2024-12-12,0.8818,Up,-1.655,2.43
META,2024-12-16,0.8723,Up,-0.769,2.37
META,2024-12-17,0.7527,Up,-3.592,2.41
TSLA,2024-01-02,0.5051,Up,-4.013,3.31
TSLA,2024-01-05,0.1454,Down,1.246,3.3
TSLA,2024-01-12,0.0228,Down,0.466,3.55
TSLA,2024-01-18,0.042,Down,0.146,3.9
TSLA,2024-01-22,0.0525,Down,0.163,4.02
TSLA,2024-01-25,0.0012,Down,0.339,5.83
TSLA,2024-01-26,0.0204,Down,4.191,5.38
TSLA,2024-01-29,0.0598,Down,0.346,5.05
TSLA,2024-01-31,0.0149,Down,0.838,4.8
TSLA,2024-02-05,0.03,Down,2.231,4.93
TSLA,2024-02-06,0.0499,Down,1.34,4.85
TSLA,2024-02-07,0.2422,Down,1.056,4.66
TSLA,2024-02-08,0.2165,Down,2.115,4.42
TSLA,2024-02-13,0.0926,Down,2.549,4.12
TSLA,2024-02-14,0.3039,Down,6.221,3.87
TSLA,2024-02-15,0.6661,Up,-0.249,3.97
TSLA,2024-02-16,0.6864,Up,-3.096,3.83
TSLA,2024-02-20,0.3307,Down,0.521,4.17
TSLA,2024-02-22,0.5733,Up,-2.756,3.98
TSLA,2024-02-23,0.2076,Down,3.87,3.97
TSLA,2024-02-28,0.7111,Up,-0.079,3.82
TSLA,2024-03-01,0.6689,Up,-7.156,3.64
TSLA,2024-03-06,0.0414,Down,1.195,4.91
TSLA,2024-03-08,0.0576,Down,1.386,4.74
TSLA,2024-03-14,0.03,Down,0.658,5.22
TSLA,2024-03-15,0.0647,Down,6.254,4.86
TSLA,2024-03-19,0.1242,Down,2.533,4.73
TSLA,2024-03-22,0.1446,Down,1.054,4.35
TSLA,2024-03-25,0.19,Down,2.92,4.23
TSLA,2024-03-27,0.6652,Up,-2.247,4.24
TSLA,2024-04-02,0.0433,Down,1.05,4.65
TSLA,2024-04-03,0.1133,Down,1.621,4.42
TSLA,2024-04-05,0.1159,Down,4.9,4.89
TSLA,2024-04-09,0.6599,Up,-2.895,4.6
TSLA,2024-04-10,0.2936,Down,1.653,4.64
TSLA,2024-04-11,0.5437,Up,-2.033,4.52
TSLA,2024-04-22,0.0084,Down,1.851,4.97
TSLA,2024-04-23,0.0888,Down,12.061,4.8
TSLA,2024-04-25,0.7245,Up,-1.111,5.63
TSLA,2024-04-29,0.9989,Up,-5.55,6.15
TSLA,2024-04-30,0.7981,Up,-1.795,6.46
TSLA,2024-05-06,0.6966,Up,-3.762,5.26
TSLA,2024-05-10,0.286,Down,2.03,4.8
TSLA,2024-05-13,0.3349,Down,3.293,4.61
TSLA,2024-05-14,0.666,Up,-2.005,4.44
TSLA,2024-05-17,0.6068,Up,-1.414,4.08
TSLA,2024-05-21,0.798,Up,-3.478,4.05
TSLA,2024-05-22,0.5157,Up,-3.537,4.26
TSLA,2024-05-23,0.451,Down,3.166,4.49
TSLA,2024-05-24,0.5824,Up,-1.389,4.25
TSLA,2024-05-29,0.237,Down,1.476,3.96
TSLA,2024-05-30,0.5966,Up,-0.397,3.93
TSLA,2024-05-31,0.5431,Up,-1.005,3.9
TSLA,2024-06-04,0.3392,Down,0.132,3.81
TSLA,2024-06-05,0.4343,Down,1.68,3.61
TSLA,2024-06-11,0.2378,Down,3.885,3.6
TSLA,2024-06-13,0.9405,Up,-2.444,4.22
TSLA,2024-06-17,0.84,Up,-1.376,4.49
TSLA,2024-06-18,0.7931,Up,-1.78,4.31
TSLA,2024-06-21,0.6502,Up,-0.235,3.86
TSLA,2024-07-10,0.9883,Up,-8.444,4.41
TSLA,2024-07-16,0.8796,Up,-3.142,5.79
TSLA,2024-07-18,0.8754,Up,-4.024,5.58
TSLA,2024-07-19,0.4763,Down,5.146,5.74
TSLA,2024-07-22,0.8362,Up,-2.04,5.48
TSLA,2024-07-23,0.6415,Up,-12.335,5.39
TSLA,2024-07-24,0.0112,Down,1.972,7.29
TSLA,2024-07-26,0.2023,Down,5.596,6.33
TSLA,2024-07-30,0.1591,Down,4.245,6.19
TSLA,2024-07-31,0.7674,Up,-6.554,5.84
TSLA,2024-08-05,0.0016,Down,0.885,7.69
TSLA,2024-08-07,0.0341,Down,3.692,7.44
TSLA,2024-08-08,0.1684,Down,0.583,6.82
TSLA,2024-08-12,0.1898,Down,5.236,5.86
TSLA,2024-08-14,0.3601,Down,6.336,5.61
TSLA,2024-08-19,0.8428,Up,-0.727,4.95
TSLA,2024-08-21,0.8514,Up,-5.648,4.51
TSLA,2024-08-22,0.3556,Down,4.586,5.06
TSLA,2024-08-23,0.725,Up,-3.227,4.84
TSLA,2024-08-28,0.1964,Down,0.258,4.92
TSLA,2024-08-29,0.4275,Down,3.796,4.84
TSLA,2024-09-03,0.4158,Down,4.183,4.67
TSLA,2024-09-05,0.931,Up,-8.446,4.7
TSLA,2024-09-06,0.4988,Down,2.629,5.91
TSLA,2024-09-13,0.7948,Up,-1.524,4.58
TSLA,2024-09-17,0.7031,Up,-0.294,4.29
TSLA,2024-09-19,0.9421,Up,-2.325,4.36
TSLA,2024-09-25,0.9432,Up,-1.089,3.68
TSLA,2024-09-30,0.8796,Up,-1.38,3.5
TSLA,2024-10-01,0.8145,Up,-3.488,3.87
TSLA,2024-10-03,0.2401,Down,3.914,4.57
TSLA,2024-10-04,0.7193,Up,-3.699,4.36
TSLA,2024-10-07,0.2434,Down,1.524,4.45
TSLA,2024-10-11,0.0095,Down,0.624,5.41
TSLA,2024-10-14,0.1278,Down,0.187,5.16
TSLA,2024-10-15,0.0863,Down,0.802,4.9
TSLA,2024-10-23,0.1243,Down,21.919,3.36
TSLA,2024-10-25,0.9514,Up,-2.482,4.79
TSLA,2024-10-28,0.9534,Up,-1.139,4.83
TSLA,2024-10-29,0.9479,Up,-0.759,4.72
TSLA,2024-10-30,0.9078,Up,-2.99,4.51
TSLA,2024-10-31,0.5285,Up,-0.348,4.59
TSLA,2024-11-04,0.2203,Down,3.541,4.45
TSLA,2024-11-11,0.9991,Up,-6.146,5.61
TSLA,2024-11-13,0.9828,Up,-5.772,6.29
TSLA,2024-11-19,0.8837,Up,-1.147,5.83
TSLA,2024-11-20,0.8589,Up,-0.699,5.59
TSLA,2024-11-22,0.9329,Up,-3.962,5.39
TSLA,2024-11-25,0.8262,Up,-0.106,5.8
TSLA,2024-11-26,0.7237,Up,-1.579,5.48
TSLA,2024-12-02,0.8975,Up,-1.588,4.78
TSLA,2024-12-11,0.9914,Up,-1.57,4.38
TSLA,2024-12-17,0.9942,Up,-8.279,4.26
TSLA,2024-12-18,0.7196,Up,-0.9,5.89
NFLX,2024-01-02,0.2489,Down,0.376,2.39
NFLX,2024-01-03,0.3034,Down,0.938,2.32
NFLX,2024-01-05,0.4069,Down,2.314,2.3
NFLX,2024-01-08,0.6085,Up,-0.606,2.26
NFLX,2024-01-11,0.8992,Up,-0.014,2.69
NFLX,2024-01-12,0.8618,Up,-2.219,2.61
NFLX,2024-01-18,0.6305,Up,-0.486,2.53
NFLX,2024-01-29,0.9893,Up,-2.247,3.39
NFLX,2024-02-01,0.9321,Up,-0.506,2.92
NFLX,2024-02-02,0.8784,Up,-0.457,2.67
NFLX,2024-02-05,0.8186,Up,-1.1,2.77
NFLX,2024-02-07,0.8308,Up,-0.138,2.64
NFLX,2024-02-09,0.8582,Up,-0.618,2.33
NFLX,2024-02-12,0.7485,Up,-0.597,2.3
NFLX,2024-02-15,0.9514,Up,-1.602,2.43
NFLX,2024-02-16,0.8941,Up,-1.51,2.58
NFLX,2024-02-20,0.7598,Up,-0.31,2.65
NFLX,2024-02-22,0.8976,Up,-0.834,2.51
NFLX,2024-02-27,0.9341,Up,-0.863,2.34
NFLX,2024-03-01,0.9234,Up,-0.567,2.29
NFLX,2024-03-04,0.9219,Up,-2.814,2.2
NFLX,2024-03-05,0.6258,Up,-0.135,2.49
NFLX,2024-03-07,0.7821,Up,-0.606,2.44
NFLX,2024-03-08,0.6544,Up,-0.643,2.46
NFLX,2024-03-12,0.7597,Up,-0.267,2.44
NFLX,2024-03-14,0.8074,Up,-1.163,2.27
NFLX,2024-03-20,0.8543,Up,-0.793,2.34
NFLX,2024-03-22,0.8611,Up,-0.088,2.15
NFLX,2024-03-26,0.7981,Up,-2.497,2.07
NFLX,2024-03-28,0.4343,Down,1.149,2.29
NFLX,2024-04-01,0.5125,Up,-0.016,2.17
NFLX,2024-04-02,0.461,Down,2.584,2.09
NFLX,2024-04-03,0.7074,Up,-2.054,2.17
NFLX,2024-04-05,0.8716,Up,-1.221,2.44
NFLX,2024-04-08,0.7056,Up,-1.625,2.37
NFLX,2024-04-10,0.3964,Down,1.649,2.35
NFLX,2024-04-11,0.7353,Up,-0.946,2.31
NFLX,2024-04-15,0.3311,Down,1.708,2.64
NFLX,2024-04-22,0.0524,Down,4.174,3.73
NFLX,2024-04-24,0.0596,Down,1.744,3.95
NFLX,2024-04-30,0.1267,Down,0.194,3.19
NFLX,2024-05-01,0.1568,Down,2.436,3.15
NFLX,2024-05-02,0.3563,Down,2.511,2.99
NFLX,2024-05-09,0.8841,Up,-0.199,2.56
NFLX,2024-05-13,0.8324,Up,-0.475,2.51
NFLX,2024-05-14,0.7426,Up,-0.023,2.47
NFLX,2024-05-15,0.8114,Up,-0.489,2.47
NFLX,2024-05-21,0.9154,Up,-1.559,2.45
NFLX,2024-05-22,0.8497,Up,-0.749,2.42
NFLX,2024-05-29,0.8192,Up,-1.063,2.29
NFLX,2024-05-30,0.7918,Up,-0.933,2.25
NFLX,2024-05-31,0.7025,Up,-1.22,2.39
NFLX,2024-06-03,0.5838,Up,-0.342,2.5
NFLX,2024-06-05,0.723,Up,-0.269,2.46
NFLX,2024-06-06,0.6584,Up,-1.087,2.42
NFLX,2024-06-18,0.9407,Up,-0.968,2.14
NFLX,2024-06-21,0.9411,Up,-2.492,2.05
NFLX,2024-06-27,0.8176,Up,-1.382,2.03
NFLX,2024-06-28,0.605,Up,-0.188,2.06
NFLX,2024-07-05,0.7946,Up,-0.711,1.98
NFLX,2024-07-08,0.7338,Up,0,1.9
NFLX,2024-07-09,0.7988,Up,-1.18,1.85
NFLX,2024-07-10,0.5909,Up,-3.674,1.9
NFLX,2024-07-12,0.148,Down,1.367,2.29
NFLX,2024-07-19,0.3048,Down,2.236,3.23
NFLX,2024-07-30,0.1536,Down,0.927,3
NFLX,2024-08-05,0.0209,Down,1.841,3.33
NFLX,2024-08-06,0.1793,Down,0.313,3.35
NFLX,2024-08-07,0.2066,Down,3.086,3.39
NFLX,2024-08-20,0.9619,Up,-0.203,2.58
NFLX,2024-08-21,0.9344,Up,-1.171,2.43
NFLX,2024-08-22,0.8598,Up,-0.324,2.43
NFLX,2024-08-27,0.8413,Up,-1.708,2.36
NFLX,2024-08-30,0.8935,Up,-3.711,2.33
NFLX,2024-09-03,0.4627,Down,0.646,2.75
NFLX,2024-09-04,0.4853,Down,0.58,2.59
NFLX,2024-09-05,0.5116,Up,-2.611,2.53
NFLX,2024-09-06,0.3019,Down,1.449,2.68
NFLX,2024-09-09,0.507,Up,-0.266,2.64
NFLX,2024-09-10,0.4641,Down,1.165,2.59
NFLX,2024-09-13,0.722,Up,-0.08,2.54
NFLX,2024-09-17,0.8768,Up,-2.326,2.33
NFLX,2024-09-19,0.8744,Up,-0.467,2.55
NFLX,2024-09-24,0.8605,Up,-0.097,2.31
NFLX,2024-09-25,0.8628,Up,-1.404,2.17
NFLX,2024-09-26,0.74,Up,-0.573,2.34
NFLX,2024-09-30,0.6661,Up,-0.443,2.09
NFLX,2024-10-02,0.6165,Up,-0.603,2.09
NFLX,2024-10-04,0.8028,Up,-2.47,1.99
NFLX,2024-10-07,0.4401,Down,2.827,2.21
NFLX,2024-10-10,0.7966,Up,-1.027,2.06
NFLX,2024-10-11,0.7184,Up,-1.354,2.08
NFLX,2024-10-14,0.6201,Up,-0.985,2.11
NFLX,2024-10-17,0.2439,Down,11.087,2.28
NFLX,2024-10-21,0.9474,Up,-1.014,2.98
NFLX,2024-10-22,0.8917,Up,-1.956,2.8
NFLX,2024-10-25,0.7274,Up,-0.737,2.52
NFLX,2024-10-29,0.7563,Up,-0.751,2.33
NFLX,2024-11-01,0.6814,Up,-0.078,2.03
NFLX,2024-11-07,0.9262,Up,-0.188,2.04
NFLX,2024-11-14,0.9691,Up,-1.589,1.78
NFLX,2024-11-22,0.9764,Up,-3.587,2.36
NFLX,2024-12-06,0.9521,Up,-2.252,2.14
NFLX,2024-12-09,0.8269,Up,-0.037,2.37
NFLX,2024-12-11,0.937,Up,-1.176,2.3
NFLX,2024-12-12,0.8238,Up,-0.722,2.22
NFLX,2024-12-16,0.8261,Up,-0.212,2.02
NFLX,2024-12-17,0.7751,Up,-3.218,1.93
NFLX,2024-12-18,0.3411,Down,1.404,2.27
AVGO,2024-01-04,0.2467,Down,0.026,2.43
AVGO,2024-01-05,0.261,Down,2.437,2.28
AVGO,2024-01-08,0.469,Down,0.711,2.29
AVGO,2024-01-16,0.8037,Up,-1.013,2.13
AVGO,2024-01-24,0.9878,Up,-1.904,2.72
AVGO,2024-01-25,0.9673,Up,-2.042,2.96
AVGO,2024-01-29,0.8549,Up,-0.789,2.74
AVGO,2024-01-30,0.7445,Up,-2.331,2.65
AVGO,2024-01-31,0.3924,Down,1.696,2.74
AVGO,2024-02-05,0.8382,Up,-1.645,2.48
AVGO,2024-02-09,0.8311,Up,-1.437,2.78
AVGO,2024-02-12,0.8255,Up,-1.055,2.77
AVGO,2024-02-15,0.7971,Up,-1.549,2.77
AVGO,2024-02-16,0.5166,Up,-1.52,2.79
AVGO,2024-02-20,0.3942,Down,0.073,2.81
AVGO,2024-02-21,0.4132,Down,6.31,2.71
AVGO,2024-02-22,0.9584,Up,-0.654,3.07
AVGO,2024-02-26,0.901,Up,-0.985,2.8
AVGO,2024-02-27,0.8321,Up,-0.525,2.65
AVGO,2024-03-04,0.9539,Up,-4.244,3.02
AVGO,2024-03-07,0.969,Up,-6.986,3.49
AVGO,2024-03-13,0.2047,Down,0.35,4.28
AVGO,2024-03-15,0.228,Down,0.141,3.92
AVGO,2024-03-18,0.2915,Down,0.062,3.73
AVGO,2024-03-19,0.1362,Down,3.069,3.62
AVGO,2024-03-20,0.4767,Down,5.643,3.68
AVGO,2024-03-22,0.8763,Up,-0.14,3.99
AVGO,2024-03-25,0.8261,Up,-1.486,3.67
AVGO,2024-03-26,0.806,Up,-0.958,3.73
AVGO,2024-04-01,0.6451,Up,-0.852,3.32
AVGO,2024-04-02,0.4081,Down,1.826,3.37
AVGO,2024-04-03,0.6928,Up,-3.353,3.37
AVGO,2024-04-05,0.6373,Up,-0.249,3.81
AVGO,2024-04-08,0.51,Up,-0.151,3.58
AVGO,2024-04-09,0.6362,Up,-0.878,3.62
AVGO,2024-04-10,0.3741,Down,4.544,3.37
AVGO,2024-04-11,0.829,Up,-2.777,3.46
AVGO,2024-04-15,0.4887,Down,1.402,3.8
AVGO,2024-04-16,0.5089,Up,-3.493,3.5
AVGO,2024-04-19,0.0624,Down,1.639,4.11
AVGO,2024-04-22,0.1779,Down,2.02,3.86
AVGO,2024-04-23,0.1854,Down,0.611,3.63
AVGO,2024-04-24,0.323,Down,2.992,3.56
AVGO,2024-04-26,0.8717,Up,-0.405,3.55
AVGO,2024-04-29,0.7892,Up,-2.865,3.36
AVGO,2024-04-30,0.5063,Up,-4.415,3.51
AVGO,2024-05-02,0.278,Down,3.192,3.76
AVGO,2024-05-03,0.4255,Down,2.519,3.63
AVGO,2024-05-06,0.5104,Up,-0.549,3.43
AVGO,2024-05-08,0.6599,Up,-1.486,3.24
AVGO,2024-05-15,0.9211,Up,-1.674,3.1
AVGO,2024-05-16,0.8727,Up,-1.193,3.12
AVGO,2024-05-20,0.8681,Up,-1.049,2.87
AVGO,2024-05-21,0.6833,Up,-0.497,2.71
AVGO,2024-05-28,0.739,Up,-1.542,2.41
AVGO,2024-05-29,0.5738,Up,-1.912,2.41
