symbol,date,actual,pred,pUp,conf,ret1d,sum_up_contrib,sum_down_contrib,net_margin,wrong_side_power,right_side_power,margin_wrong_minus_right,wrong_type,high_conf_wrong,regime_flags,top_misleading,why,raw_stochK,score_stochK,w_stochK,contrib_stochK,reason_stochK,raw_MACD,score_MACD,w_MACD,contrib_MACD,reason_MACD,raw_RSI,score_RSI,w_RSI,contrib_RSI,reason_RSI,raw_OBV,score_OBV,w_OBV,contrib_OBV,reason_OBV,raw_volZ,score_volZ,w_volZ,contrib_volZ,reason_volZ,raw_pctB,score_pctB,w_pctB,contrib_pctB,reason_pctB,raw_deltaATRpct,score_deltaATRpct,w_deltaATRpct,contrib_deltaATRpct,reason_deltaATRpct,raw_gapNorm,score_gapNorm,w_gapNorm,contrib_gapNorm,reason_gapNorm,raw_atrPct,score_atrPct,w_atrPct,contrib_atrPct,reason_atrPct
META,2024-02-08,-1,1,0.983937,0.967875,-0.004021,1.779,-0.0019,1.777,1.779,0.0019,1.777,features_agreed_with_wrong_call,1,,stochK|RSI|OBV,"Called UP (pUp=0.984, conf=0.968) but next day was DOWN (ret1d=-0.0040). Wrong-side power=1.779, right-side power=0.0019, margin=1.777. Culprits: stochK→0.6305 [stochK=85.22 (>80 overbought) → up-bias w/ reversal risk]; RSI→0.4305 [RSI=77.22 (bullish)]; OBV→0.2500 [OBV sign + (buy-volume bias)]. Top pushes toward UP: stochK=85.22 (w=1.000, c=0.6305), RSI=77.22 (w=1.000, c=0.4305), OBV=532406000 (w=1.000, c=0.2500). Top pushes toward DOWN: deltaATRpct=-0.0037 (w=1.000, c=0.0019). Gates: atr_pass:PASS, minConf_pass:PASS.",85.2208603589652,0.630522,1.000000,0.630522,stochK=85.22 (>80 overbought) → up-bias w/ reversal risk,0.4352352129921592,0.217618,1.000000,0.217618,MACD/ATR=0.4352 (bullish momentum),77.221759900161,0.430544,1.000000,0.430544,RSI=77.22 (bullish),532406000,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.054927339499837954,0.013732,1.000000,0.013732,volZ=0.0549,0.9448698509008778,0.236217,1.000000,0.236217,pctB=0.9449 (upper band) → overbought/continuation risk,-0.003703171316706312,-0.001851,1.000000,-0.001851,ΔATR%=-0.0037 falling vol → mean-revert bias,-0.2704463518337086,0.000000,1.000000,0.000000,gapNorm=-0.2704 (neutral),0.03567709909169486,0.000000,1.000000,0.000000,atrPct=0.0357
META,2024-02-12,-1,1,0.934262,0.868524,-0.018725,1.665,-0.0004,1.665,1.665,0.0004,1.665,features_agreed_with_wrong_call,1,,stochK|RSI|OBV,"Called UP (pUp=0.934, conf=0.869) but next day was DOWN (ret1d=-0.0187). Wrong-side power=1.665, right-side power=0.0004, margin=1.665. Culprits: stochK→0.5894 [stochK=83.58 (>80 overbought) → up-bias w/ reversal risk]; RSI→0.4056 [RSI=76.22 (bullish)]; OBV→0.2500 [OBV sign + (buy-volume bias)]. Top pushes toward UP: stochK=83.58 (w=1.000, c=0.5894), RSI=76.22 (w=1.000, c=0.4056), OBV=533374900 (w=1.000, c=0.2500). Top pushes toward DOWN: deltaATRpct=-0.0008 (w=1.000, c=0.0004). Gates: atr_pass:PASS, minConf_pass:PASS.",83.57720758885291,0.589430,1.000000,0.589430,stochK=83.58 (>80 overbought) → up-bias w/ reversal risk,0.36515169335970765,0.182576,1.000000,0.182576,MACD/ATR=0.3652 (bullish momentum),76.22337522071871,0.405584,1.000000,0.405584,RSI=76.22 (bullish),533374900,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.10457087912284509,0.026143,1.000000,0.026143,volZ=0.1046,0.8461282008015167,0.211532,1.000000,0.211532,pctB=0.8461 (upper band) → overbought/continuation risk,-0.0008453076803016935,-0.000423,1.000000,-0.000423,ΔATR%=-0.0008 falling vol → mean-revert bias,0.0170936515664577,0.000000,1.000000,0.000000,gapNorm=0.0171 (neutral),0.03194286502683453,0.000000,1.000000,0.000000,atrPct=0.0319
META,2024-02-15,-1,1,0.941049,0.882097,-0.022127,1.988,-0.0001,1.988,1.988,0.0001,1.988,features_agreed_with_wrong_call,1,,stochK|RSI|OBV,"Called UP (pUp=0.941, conf=0.882) but next day was DOWN (ret1d=-0.0221). Wrong-side power=1.988, right-side power=0.0001, margin=1.988. Culprits: stochK→0.8870 [stochK=95.48 (>80 overbought) → up-bias w/ reversal risk]; RSI→0.3994 [RSI=75.98 (bullish)]; OBV→0.2500 [OBV sign + (buy-volume bias)]. Top pushes toward UP: stochK=95.48 (w=1.000, c=0.8870), RSI=75.98 (w=1.000, c=0.3994), OBV=553529000 (w=1.000, c=0.2500). Top pushes toward DOWN: deltaATRpct=-0.0002 (w=1.000, c=0.0001). Gates: atr_pass:PASS, minConf_pass:PASS.",95.47872652224925,0.886968,1.000000,0.886968,stochK=95.48 (>80 overbought) → up-bias w/ reversal risk,0.20162989763197753,0.100815,1.000000,0.100815,MACD/ATR=0.2016 (bullish momentum),75.975762386913,0.399394,1.000000,0.399394,RSI=75.98 (bullish),553529000,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.5557471381482441,0.138937,1.000000,0.138937,volZ=0.5557,0.8461882100501865,0.211547,1.000000,0.211547,pctB=0.8462 (upper band) → overbought/continuation risk,-0.00022517452015210354,-0.000113,1.000000,-0.000113,ΔATR%=-0.0002 falling vol → mean-revert bias,0.42258282732388075,0.000000,1.000000,0.000000,gapNorm=0.4226 (neutral),0.030858545801538472,0.000000,1.000000,0.000000,atrPct=0.0309
META,2024-02-16,-1,1,0.827062,0.654123,-0.003317,1.477,-0.7231,0.7538,1.477,0.7231,0.7538,features_agreed_with_wrong_call,1,,stochK|OBV|RSI,"Called UP (pUp=0.827, conf=0.654) but next day was DOWN (ret1d=-0.0033). Wrong-side power=1.477, right-side power=0.7231, margin=0.7538. Culprits: stochK→0.6232 [stochK=84.93 (>80 overbought) → up-bias w/ reversal risk]; OBV→0.2500 [OBV sign + (buy-volume bias)]; RSI→0.2387 [RSI=69.55 (bullish)]. Top pushes toward UP: stochK=84.93 (w=1.000, c=0.6232), OBV=530204400 (w=1.000, c=0.2500), RSI=69.55 (w=1.000, c=0.2387). Top pushes toward DOWN: gapNorm=-1.223 (w=1.000, c=0.7231). Gates: atr_pass:PASS, minConf_pass:PASS.",84.92908840749749,0.623227,1.000000,0.623227,stochK=84.93 (>80 overbought) → up-bias w/ reversal risk,0.12454691042946066,0.062273,1.000000,0.062273,MACD/ATR=0.1245 (bullish momentum),69.54793537297014,0.238698,1.000000,0.238698,RSI=69.55 (bullish),530204400,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.4574632465208715,0.114366,1.000000,0.114366,volZ=0.4575,0.7517739619311472,0.187943,1.000000,0.187943,pctB=0.7518 (mid),0.0006654430025901971,0.000333,1.000000,0.000333,ΔATR%=0.0007 rising vol → continuation amplification,-1.2230674633110339,-0.723067,1.000000,-0.723067,gapNorm=-1.223 ≤ -0.5 → gap-down continuation bias,0.03152398880412867,0.000000,1.000000,0.000000,atrPct=0.0315
META,2024-02-20,-1,1,0.808945,0.617890,-0.007886,1.255,-0.2795,0.9750,1.255,0.2795,0.9750,features_agreed_with_wrong_call,1,,stochK|OBV|RSI,"Called UP (pUp=0.809, conf=0.618) but next day was DOWN (ret1d=-0.0079). Wrong-side power=1.255, right-side power=0.2795, margin=0.9750. Culprits: stochK→0.5846 [stochK=83.38 (>80 overbought) → up-bias w/ reversal risk]; OBV→0.2500 [OBV sign + (buy-volume bias)]; RSI→0.2158 [RSI=68.63 (bullish)]. Top pushes toward UP: stochK=83.38 (w=1.000, c=0.5846), OBV=512188900 (w=1.000, c=0.2500), RSI=68.63 (w=1.000, c=0.2158). Top pushes toward DOWN: gapNorm=-0.7606 (w=1.000, c=0.2606), volZ=-0.0730 (w=1.000, c=0.0182), deltaATRpct=-0.0014 (w=1.000, c=0.0007). Gates: atr_pass:PASS, minConf_pass:PASS.",83.38258772376778,0.584565,1.000000,0.584565,stochK=83.38 (>80 overbought) → up-bias w/ reversal risk,0.04883757717153002,0.024419,1.000000,0.024419,MACD/ATR=0.0488 (bullish momentum),68.63127508122359,0.215782,1.000000,0.215782,RSI=68.63 (bullish),512188900,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.0729911735882146,-0.018248,1.000000,-0.018248,volZ=-0.0730,0.7191406358352568,0.179785,1.000000,0.179785,pctB=0.7191 (mid),-0.001393320698007624,-0.000697,1.000000,-0.000697,ΔATR%=-0.0014 falling vol → mean-revert bias,-0.7605860829478228,-0.260586,1.000000,-0.260586,gapNorm=-0.7606 ≤ -0.5 → gap-down continuation bias,0.030130668106121045,0.000000,1.000000,0.000000,atrPct=0.0301
META,2024-02-22,-1,1,0.945243,0.890486,-0.004320,2.691,-0.0135,2.678,2.691,0.0135,2.678,gap_reversal,1,,gapNorm|stochK|RSI,"Called UP (pUp=0.945, conf=0.890) but next day was DOWN (ret1d=-0.0043). Wrong-side power=2.691, right-side power=0.0135, margin=2.678. Culprits: gapNorm→1.000 [gapNorm=2.609 ≥ 0.5 → gap-up continuation bias]; stochK→0.9005 [stochK=96.02 (>80 overbought) → up-bias w/ reversal risk]; RSI→0.2823 [RSI=71.29 (bullish)]. Top pushes toward UP: gapNorm=2.609 (w=1.000, c=1.000), stochK=96.02 (w=1.000, c=0.9005), RSI=71.29 (w=1.000, c=0.2823). Top pushes toward DOWN: MACD=-0.0269 (w=1.000, c=0.0135). Gates: atr_pass:PASS, minConf_pass:PASS.",96.0181707712504,0.900454,1.000000,0.900454,stochK=96.02 (>80 overbought) → up-bias w/ reversal risk,-0.026914179242427325,-0.013457,1.000000,-0.013457,MACD/ATR=-0.0269 (bearish momentum),71.29257774094361,0.282314,1.000000,0.282314,RSI=71.29 (bullish),520892900,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.2562979949124315,0.064074,1.000000,0.064074,volZ=0.2563,0.7742834954404226,0.193571,1.000000,0.193571,pctB=0.7743 (mid),0.0011944237002907455,0.000597,1.000000,0.000597,ΔATR%=0.0012 rising vol → continuation amplification,2.6088053088314522,1.000000,1.000000,1.000000,gapNorm=2.609 ≥ 0.5 → gap-up continuation bias,0.03035264550542761,0.000000,1.000000,0.000000,atrPct=0.0304
META,2024-02-23,-1,1,0.853339,0.706679,-0.004731,1.060,-0.0414,1.019,1.060,0.0414,1.019,features_agreed_with_wrong_call,1,,stochK|RSI|OBV,"Called UP (pUp=0.853, conf=0.707) but next day was DOWN (ret1d=-0.0047). Wrong-side power=1.060, right-side power=0.0414, margin=1.019. Culprits: stochK→0.3756 [stochK=75.02 (≥60 up-bias)]; RSI→0.2505 [RSI=70.02 (bullish)]; OBV→0.2500 [OBV sign + (buy-volume bias)]. Top pushes toward UP: stochK=75.02 (w=1.000, c=0.3756), RSI=70.02 (w=1.000, c=0.2505), OBV=502518600 (w=1.000, c=0.2500). Top pushes toward DOWN: MACD=-0.0455 (w=1.000, c=0.0228), volZ=-0.0735 (w=1.000, c=0.0184), deltaATRpct=-0.0006 (w=1.000, c=0.0003). Gates: atr_pass:PASS, minConf_pass:PASS.",75.02420156956033,0.375605,1.000000,0.375605,stochK=75.02 (≥60 up-bias),-0.045503273589105164,-0.022752,1.000000,-0.022752,MACD/ATR=-0.0455 (bearish momentum),70.01827075044909,0.250457,1.000000,0.250457,RSI=70.02 (bullish),502518600,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.07352725086682825,-0.018382,1.000000,-0.018382,volZ=-0.0735,0.7370903340223866,0.184273,1.000000,0.184273,pctB=0.7371 (mid),-0.0006245609870701163,-0.000312,1.000000,-0.000312,ΔATR%=-0.0006 falling vol → mean-revert bias,0.3949525622511274,0.000000,1.000000,0.000000,gapNorm=0.3950 (neutral),0.029728084518357494,0.000000,1.000000,0.000000,atrPct=0.0297
META,2024-02-27,-1,1,0.855198,0.710395,-0.006221,1.242,-0.2587,0.9832,1.242,0.2587,0.9832,features_agreed_with_wrong_call,1,,stochK|RSI|OBV,"Called UP (pUp=0.855, conf=0.710) but next day was DOWN (ret1d=-0.0062). Wrong-side power=1.242, right-side power=0.2587, margin=0.9832. Culprits: stochK→0.5581 [stochK=82.33 (>80 overbought) → up-bias w/ reversal risk]; RSI→0.2528 [RSI=70.11 (bullish)]; OBV→0.2500 [OBV sign + (buy-volume bias)]. Top pushes toward UP: stochK=82.33 (w=1.000, c=0.5581), RSI=70.11 (w=1.000, c=0.2528), OBV=501226800 (w=1.000, c=0.2500). Top pushes toward DOWN: volZ=-0.8169 (w=1.000, c=0.2042), MACD=-0.1071 (w=1.000, c=0.0536), deltaATRpct=-0.0019 (w=1.000, c=0.0010). Gates: atr_pass:PASS, minConf_pass:PASS.",82.32591840529365,0.558148,1.000000,0.558148,stochK=82.33 (>80 overbought) → up-bias w/ reversal risk,-0.10711189065773784,-0.053556,1.000000,-0.053556,MACD/ATR=-0.1071 (bearish momentum),70.1131169423146,0.252828,1.000000,0.252828,RSI=70.11 (bullish),501226800,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.8168904920789295,-0.204223,1.000000,-0.204223,volZ=-0.8169,0.7239943721205495,0.180999,1.000000,0.180999,pctB=0.7240 (mid),-0.0019029976810793492,-0.000951,1.000000,-0.000951,ΔATR%=-0.0019 falling vol → mean-revert bias,-0.3653380005240181,0.000000,1.000000,0.000000,gapNorm=-0.3653 (neutral),0.025517149061586152,0.000000,1.000000,0.000000,atrPct=0.0255
META,2024-03-01,-1,1,0.923325,0.846650,-0.008182,1.756,-0.1146,1.642,1.756,0.1146,1.642,features_agreed_with_wrong_call,1,,stochK|RSI|pctB,"Called UP (pUp=0.923, conf=0.847) but next day was DOWN (ret1d=-0.0082). Wrong-side power=1.756, right-side power=0.1146, margin=1.642. Culprits: stochK→0.9008 [stochK=96.03 (>80 overbought) → up-bias w/ reversal risk]; RSI→0.3342 [RSI=73.37 (bullish)]; pctB→0.2713 [pctB=1.085 (upper band) → overbought/continuation risk]. Top pushes toward UP: stochK=96.03 (w=1.000, c=0.9008), RSI=73.37 (w=1.000, c=0.3342), pctB=1.085 (w=1.000, c=0.2713). Top pushes toward DOWN: volZ=-0.2546 (w=1.000, c=0.0637), MACD=-0.1018 (w=1.000, c=0.0509). Gates: atr_pass:PASS, minConf_pass:PASS.",96.0333359199193,0.900833,1.000000,0.900833,stochK=96.03 (>80 overbought) → up-bias w/ reversal risk,-0.10180937133278968,-0.050905,1.000000,-0.050905,MACD/ATR=-0.1018 (bearish momentum),73.36939195798081,0.334235,1.000000,0.334235,RSI=73.37 (bullish),522516900,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.25461686404299266,-0.063654,1.000000,-0.063654,volZ=-0.2546,1.0851466896742479,0.271287,1.000000,0.271287,pctB=1.085 (upper band) → overbought/continuation risk,0.00012509381091687852,0.000063,1.000000,0.000063,ΔATR%=0.0001 rising vol → continuation amplification,0.4039704668199917,0.000000,1.000000,0.000000,gapNorm=0.4040 (neutral),0.02360053410430006,0.000000,1.000000,0.000000,atrPct=0.0236
META,2024-03-04,-1,1,0.888443,0.776886,-0.015998,1.429,-0.2146,1.214,1.429,0.2146,1.214,features_agreed_with_wrong_call,1,,stochK|RSI|OBV,"Called UP (pUp=0.888, conf=0.777) but next day was DOWN (ret1d=-0.0160). Wrong-side power=1.429, right-side power=0.2146, margin=1.214. Culprits: stochK→0.6843 [stochK=87.37 (>80 overbought) → up-bias w/ reversal risk]; RSI→0.2617 [RSI=70.47 (bullish)]; OBV→0.2500 [OBV sign + (buy-volume bias)]. Top pushes toward UP: stochK=87.37 (w=1.000, c=0.6843), RSI=70.47 (w=1.000, c=0.2617), OBV=510192800 (w=1.000, c=0.2500). Top pushes toward DOWN: volZ=-0.6377 (w=1.000, c=0.1594), MACD=-0.1094 (w=1.000, c=0.0547), deltaATRpct=-0.0008 (w=1.000, c=0.0004). Gates: atr_pass:PASS, minConf_pass:PASS.",87.37075039933286,0.684269,1.000000,0.684269,stochK=87.37 (>80 overbought) → up-bias w/ reversal risk,-0.10943989831935466,-0.054720,1.000000,-0.054720,MACD/ATR=-0.1094 (bearish momentum),70.46847643815711,0.261712,1.000000,0.261712,RSI=70.47 (bullish),510192800,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.6377131963501919,-0.159428,1.000000,-0.159428,volZ=-0.6377,0.9313850946197155,0.232846,1.000000,0.232846,pctB=0.9314 (upper band) → overbought/continuation risk,-0.0008369133881290756,-0.000418,1.000000,-0.000418,ΔATR%=-0.0008 falling vol → mean-revert bias,0.13936138244936558,0.000000,1.000000,0.000000,gapNorm=0.1394 (neutral),0.022763620716170985,0.000000,1.000000,0.000000,atrPct=0.0228
META,2024-03-07,-1,1,0.937377,0.874753,-0.012183,2.434,-0.0552,2.379,2.434,0.0552,2.379,gap_reversal,1,,gapNorm|stochK|RSI,"Called UP (pUp=0.937, conf=0.875) but next day was DOWN (ret1d=-0.0122). Wrong-side power=2.434, right-side power=0.0552, margin=2.379. Culprits: gapNorm→0.9493 [gapNorm=1.449 ≥ 0.5 → gap-up continuation bias]; stochK→0.6702 [stochK=86.81 (>80 overbought) → up-bias w/ reversal risk]; RSI→0.2958 [RSI=71.83 (bullish)]. Top pushes toward UP: gapNorm=1.449 (w=1.000, c=0.9493), stochK=86.81 (w=1.000, c=0.6702), RSI=71.83 (w=1.000, c=0.2958). Top pushes toward DOWN: MACD=-0.0984 (w=1.000, c=0.0492), volZ=-0.0242 (w=1.000, c=0.0060). Gates: atr_pass:PASS, minConf_pass:PASS.",86.80679040151715,0.670170,1.000000,0.670170,stochK=86.81 (>80 overbought) → up-bias w/ reversal risk,-0.09838525797052688,-0.049193,1.000000,-0.049193,MACD/ATR=-0.0984 (bearish momentum),71.8313008180208,0.295783,1.000000,0.295783,RSI=71.83 (bullish),525211800,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.0241707041710746,-0.006043,1.000000,-0.006043,volZ=-0.0242,1.0690466773904022,0.267262,1.000000,0.267262,pctB=1.069 (upper band) → overbought/continuation risk,0.002492535114649728,0.001246,1.000000,0.001246,ΔATR%=0.0025 rising vol → continuation amplification,1.4493342930682829,0.949334,1.000000,0.949334,gapNorm=1.449 ≥ 0.5 → gap-up continuation bias,0.02548892239682677,0.000000,1.000000,0.000000,atrPct=0.0255
META,2024-03-08,-1,1,0.823987,0.647975,-0.044194,0.9565,-0.0480,0.9086,0.9565,0.0480,0.9086,features_agreed_with_wrong_call,1,,stochK|OBV|pctB,"Called UP (pUp=0.824, conf=0.648) but next day was DOWN (ret1d=-0.0442). Wrong-side power=0.9565, right-side power=0.0480, margin=0.9086. Culprits: stochK→0.2870 [stochK=71.48 (≥60 up-bias)]; OBV→0.2500 [OBV sign + (buy-volume bias)]; pctB→0.2241 [pctB=0.8963 (upper band) → overbought/continuation risk]. Top pushes toward UP: stochK=71.48 (w=1.000, c=0.2870), OBV=506614700 (w=1.000, c=0.2500), pctB=0.8963 (w=1.000, c=0.2241). Top pushes toward DOWN: MACD=-0.0903 (w=1.000, c=0.0452), volZ=-0.0112 (w=1.000, c=0.0028). Gates: atr_pass:PASS, minConf_pass:PASS.",71.47945052551192,0.286986,1.000000,0.286986,stochK=71.48 (≥60 up-bias),-0.09031821871090362,-0.045159,1.000000,-0.045159,MACD/ATR=-0.0903 (bearish momentum),67.75336734638961,0.193834,1.000000,0.193834,RSI=67.75 (bullish),506614700,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.011223322909531843,-0.002806,1.000000,-0.002806,volZ=-0.0112,0.8963235741792962,0.224081,1.000000,0.224081,pctB=0.8963 (upper band) → overbought/continuation risk,0.003256635214071695,0.001628,1.000000,0.001628,ΔATR%=0.0033 rising vol → continuation amplification,0.3904800934158903,0.000000,1.000000,0.000000,gapNorm=0.3905 (neutral),0.028745557610898465,0.000000,1.000000,0.000000,atrPct=0.0287
META,2024-03-11,1,-1,0.351723,0.296554,0.033417,0.4129,-1.205,-0.7922,1.205,0.4129,0.7922,gap_reversal,0,,gapNorm|stochK|MACD,"Called DOWN (pUp=0.352, conf=0.297) but next day was UP (ret1d=0.0334). Wrong-side power=1.205, right-side power=0.4129, margin=0.7922. Culprits: gapNorm→-1.000 [gapNorm=-1.767 ≤ -0.5 → gap-down continuation bias]; stochK→-0.1178 [stochK=35.29 (≤40 down-bias)]; MACD→-0.0873 [MACD/ATR=-0.1745 (bearish momentum)]. Top pushes toward UP: OBV=486186400 (w=1.000, c=0.2500), pctB=0.4722 (w=1.000, c=0.1181), volZ=0.1682 (w=1.000, c=0.0420). Top pushes toward DOWN: gapNorm=-1.767 (w=1.000, c=1.000), stochK=35.29 (w=1.000, c=0.1178), MACD=-0.1745 (w=1.000, c=0.0873). Gates: atr_pass:PASS, minConf_pass:BLOCK.",35.28648142394291,-0.117838,1.000000,-0.117838,stochK=35.29 (≤40 down-bias),-0.17453499242421558,-0.087267,1.000000,-0.087267,MACD/ATR=-0.1745 (bearish momentum),55.577537135050264,0.000000,1.000000,0.000000,RSI=55.58 (neutral),486186400,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),0.1681685927520409,0.042042,1.000000,0.042042,volZ=0.1682,0.47221036285190837,0.118053,1.000000,0.118053,pctB=0.4722 (mid),0.005576853827601761,0.002788,1.000000,0.002788,ΔATR%=0.0056 rising vol → continuation amplification,-1.7669734609568666,-1.000000,1.000000,-1.000000,gapNorm=-1.767 ≤ -0.5 → gap-down continuation bias,0.034322411438500226,0.000000,1.000000,0.000000,atrPct=0.0343
META,2024-03-12,-1,1,0.823614,0.647228,-0.008364,1.500,-0.1681,1.332,1.500,0.1681,1.332,gap_reversal,1,,gapNorm|OBV|pctB,"Called UP (pUp=0.824, conf=0.647) but next day was DOWN (ret1d=-0.0084). Wrong-side power=1.500, right-side power=0.1681, margin=1.332. Culprits: gapNorm→1.000 [gapNorm=2.000 ≥ 0.5 → gap-up continuation bias]; OBV→0.2500 [OBV sign + (buy-volume bias)]; pctB→0.1883 [pctB=0.7533 (mid)]. Top pushes toward UP: gapNorm=2.000 (w=1.000, c=1.000), OBV=501634600 (w=1.000, c=0.2500), pctB=0.7533 (w=1.000, c=0.1883). Top pushes toward DOWN: MACD=-0.1722 (w=1.000, c=0.0861), volZ=-0.3268 (w=1.000, c=0.0817), deltaATRpct=-0.0005 (w=1.000, c=0.0003). Gates: atr_pass:PASS, minConf_pass:PASS.",61.44382033849912,0.036096,1.000000,0.036096,stochK=61.44 (≥60 up-bias),-0.17218127375408357,-0.086091,1.000000,-0.086091,MACD/ATR=-0.1722 (bearish momentum),61.02845186135248,0.025711,1.000000,0.025711,RSI=61.03 (bullish),501634600,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.3268339903691785,-0.081708,1.000000,-0.081708,volZ=-0.3268,0.7532731649595449,0.188318,1.000000,0.188318,pctB=0.7533 (mid),-0.0005436987320828895,-0.000272,1.000000,-0.000272,ΔATR%=-0.0005 falling vol → mean-revert bias,1.9996305756866395,1.000000,1.000000,1.000000,gapNorm=2.000 ≥ 0.5 → gap-up continuation bias,0.03377871270641734,0.000000,1.000000,0.000000,atrPct=0.0338
META,2024-03-13,-1,1,0.576602,0.153204,-0.007547,0.4138,-0.6358,-0.2220,0.4138,0.6358,-0.2220,policy_error,0,,OBV|pctB,"Called UP (pUp=0.577, conf=0.153) but next day was DOWN (ret1d=-0.0075). Wrong-side power=0.4138, right-side power=0.6358, margin=-0.2220. Culprits: OBV→0.2500 [OBV sign + (buy-volume bias)]; pctB→0.1638 [pctB=0.6553 (mid)]. Top pushes toward UP: OBV=489543900 (w=1.000, c=0.2500), pctB=0.6553 (w=1.000, c=0.1638). Top pushes toward DOWN: gapNorm=-0.8724 (w=1.000, c=0.3724), volZ=-0.6468 (w=1.000, c=0.1617), MACD=-0.2018 (w=1.000, c=0.1009). Gates: atr_pass:PASS, minConf_pass:BLOCK.",41.139382617364674,0.000000,1.000000,0.000000,stochK=41.14 (neutral),-0.20184379253025622,-0.100922,1.000000,-0.100922,MACD/ATR=-0.2018 (bearish momentum),59.011380429761964,0.000000,1.000000,0.000000,RSI=59.01 (neutral),489543900,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.6467712980759354,-0.161693,1.000000,-0.161693,volZ=-0.6468,0.655287864064774,0.163822,1.000000,0.163822,pctB=0.6553 (mid),-0.0015798477425701327,-0.000790,1.000000,-0.000790,ΔATR%=-0.0016 falling vol → mean-revert bias,-0.8724332869559759,-0.372433,1.000000,-0.372433,gapNorm=-0.8724 ≤ -0.5 → gap-down continuation bias,0.032198864963847204,0.000000,1.000000,0.000000,atrPct=0.0322
META,2024-03-14,-1,1,0.556974,0.113947,-0.015717,0.8357,-0.4285,0.4072,0.8357,0.4285,0.4072,gap_reversal,0,,gapNorm|OBV|pctB,"Called UP (pUp=0.557, conf=0.114) but next day was DOWN (ret1d=-0.0157). Wrong-side power=0.8357, right-side power=0.4285, margin=0.4072. Culprits: gapNorm→0.4464 [gapNorm=0.9464 ≥ 0.5 → gap-up continuation bias]; OBV→0.2500 [OBV sign + (buy-volume bias)]; pctB→0.1393 [pctB=0.5572 (mid)]. Top pushes toward UP: gapNorm=0.9464 (w=1.000, c=0.4464), OBV=476923900 (w=1.000, c=0.2500), pctB=0.5572 (w=1.000, c=0.1393). Top pushes toward DOWN: stochK=33.28 (w=1.000, c=0.1681), volZ=-0.5693 (w=1.000, c=0.1423), MACD=-0.2357 (w=1.000, c=0.1178). Gates: atr_pass:PASS, minConf_pass:BLOCK.",33.27724224294221,-0.168069,1.000000,-0.168069,stochK=33.28 (≤40 down-bias),-0.235694516892365,-0.117847,1.000000,-0.117847,MACD/ATR=-0.2357 (bearish momentum),57.19003442380413,0.000000,1.000000,0.000000,RSI=57.19 (neutral),476923900,0.250000,1.000000,0.250000,OBV sign + (buy-volume bias),-0.5692538827021958,-0.142313,1.000000,-0.142313,volZ=-0.5693,0.5571802366947534,0.139295,1.000000,0.139295,pctB=0.5572 (mid),-0.0005052168924987582,-0.000253,1.000000,-0.000253,ΔATR%=-0.0005 falling vol → mean-revert bias,0.946385449500764,0.446385,1.000000,0.446385,gapNorm=0.9464 ≥ 0.5 → gap-up continuation bias,0.031693648071348446,0.000000,1.000000,0.000000,atrPct=0.0317
